id,Project Name,Project Status,Last Inspected,Completion,Handover
8014737,NA,NA,NA,NA,NA
8057724,Ciel,Active,July 2023,80%,NA
8248295,NA,NA,NA,NA,NA
8425892,NA,NA,NA,NA,NA
8221869,NA,NA,NA,NA,NA
7325333,NA,NA,NA,NA,NA
8401578,NA,NA,NA,NA,NA
8452491,NA,NA,NA,NA,NA
7963766,NA,NA,NA,NA,NA
8227536,NA,NA,NA,NA,NA
8455995,NA,NA,NA,NA,NA
8458676,NA,NA,NA,NA,NA
8219045,NA,NA,NA,NA,NA
8158259,NA,NA,NA,NA,NA
8462802,NA,NA,NA,NA,NA
8245363,NA,NA,NA,NA,NA
8376239,NA,NA,NA,NA,NA
8214591,NA,NA,NA,NA,NA
8405774,NA,NA,NA,NA,NA
8438544,NA,NA,NA,NA,NA
8158081,NA,NA,NA,NA,NA
8432995,NA,NA,NA,NA,NA
8198835,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8198836,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
6651560,MARINA SHORES,Active,October 2023,6%,December 2026
6651559,MARINA SHORES,Active,October 2023,6%,December 2026
6651484,MARINA SHORES,Active,October 2023,6%,December 2026
7894440,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8253176,NA,NA,NA,NA,NA
8253930,NA,NA,NA,NA,NA
8251403,NA,NA,NA,NA,NA
8453941,NA,NA,NA,NA,NA
8395553,NA,NA,NA,NA,NA
7758770,LIV MARINA,Active,October 2023,56%,May 2025
7829719,NA,NA,NA,NA,NA
8045618,NA,NA,NA,NA,NA
8280253,NA,NA,NA,NA,NA
7638018,MARINA SHORES,Active,October 2023,6%,December 2026
6236491,MARINA SHORES,Active,October 2023,6%,December 2026
7621409,LIV MARINA,Active,October 2023,56%,May 2025
8223739,NA,NA,NA,NA,NA
8204588,NA,NA,NA,NA,NA
8439017,NA,NA,NA,NA,NA
8357641,NA,NA,NA,NA,NA
8160684,NA,NA,NA,NA,NA
8431472,NA,NA,NA,NA,NA
8427885,NA,NA,NA,NA,NA
8410997,NA,NA,NA,NA,NA
8268007,NA,NA,NA,NA,NA
8198266,NA,NA,NA,NA,NA
8425603,NA,NA,NA,NA,NA
8322536,NA,NA,NA,NA,NA
8109536,NA,NA,NA,NA,NA
7945989,NA,NA,NA,NA,NA
8428820,NA,NA,NA,NA,NA
7881066,NA,NA,NA,NA,NA
8328529,NA,NA,NA,NA,NA
8436105,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8415767,Ciel,Active,July 2023,80%,NA
8197944,NA,NA,NA,NA,NA
8186008,NA,NA,NA,NA,NA
8320267,NA,NA,NA,NA,NA
8320268,NA,NA,NA,NA,NA
8320248,NA,NA,NA,NA,NA
8348723,NA,NA,NA,NA,NA
8331310,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
6113545,NA,NA,NA,NA,NA
5321833,NA,NA,NA,NA,NA
8404224,NA,NA,NA,NA,NA
8407671,NA,NA,NA,NA,NA
8072294,NA,NA,NA,NA,NA
7550999,Ciel,Active,July 2023,80%,NA
8424583,Ciel,Active,July 2023,80%,NA
8160897,NA,NA,NA,NA,NA
8395693,NA,NA,NA,NA,NA
7558971,NA,NA,NA,NA,NA
8320265,NA,NA,NA,NA,NA
8088967,NA,NA,NA,NA,NA
8160665,NA,NA,NA,NA,NA
7615906,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8398727,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8382534,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8278673,NA,NA,NA,NA,NA
8361588,NA,NA,NA,NA,NA
7559113,NA,NA,NA,NA,NA
8349916,NA,NA,NA,NA,NA
8351929,NA,NA,NA,NA,NA
8296510,NA,NA,NA,NA,NA
8305653,NA,NA,NA,NA,NA
8294283,NA,NA,NA,NA,NA
7870784,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8344342,NA,NA,NA,NA,NA
8346772,NA,NA,NA,NA,NA
8344506,NA,NA,NA,NA,NA
8086329,NA,NA,NA,NA,NA
8203163,NA,NA,NA,NA,NA
8102975,NA,NA,NA,NA,NA
7850513,NA,NA,NA,NA,NA
8533859,NA,NA,NA,NA,NA
6909547,NA,NA,NA,NA,NA
8498357,NA,NA,NA,NA,NA
8519745,NA,NA,NA,NA,NA
8528629,NA,NA,NA,NA,NA
8508256,NA,NA,NA,NA,NA
8502796,NA,NA,NA,NA,NA
8498876,NA,NA,NA,NA,NA
8497546,NA,NA,NA,NA,NA
8509465,NA,NA,NA,NA,NA
8497253,NA,NA,NA,NA,NA
8474781,NA,NA,NA,NA,NA
8475015,NA,NA,NA,NA,NA
8462600,NA,NA,NA,NA,NA
8426428,NA,NA,NA,NA,NA
8449645,NA,NA,NA,NA,NA
8444768,NA,NA,NA,NA,NA
8463147,NA,NA,NA,NA,NA
8443478,NA,NA,NA,NA,NA
8438379,NA,NA,NA,NA,NA
8421473,NA,NA,NA,NA,NA
8393643,NA,NA,NA,NA,NA
8393053,NA,NA,NA,NA,NA
8344509,NA,NA,NA,NA,NA
8348095,NA,NA,NA,NA,NA
8326430,NA,NA,NA,NA,NA
8316451,NA,NA,NA,NA,NA
8318666,NA,NA,NA,NA,NA
8309213,NA,NA,NA,NA,NA
8433508,NA,NA,NA,NA,NA
8288264,NA,NA,NA,NA,NA
8283156,NA,NA,NA,NA,NA
8277079,NA,NA,NA,NA,NA
8324794,NA,NA,NA,NA,NA
8281693,NA,NA,NA,NA,NA
8248046,NA,NA,NA,NA,NA
8264433,NA,NA,NA,NA,NA
8306764,NA,NA,NA,NA,NA
8259787,NA,NA,NA,NA,NA
8395406,NA,NA,NA,NA,NA
8376240,NA,NA,NA,NA,NA
8263028,NA,NA,NA,NA,NA
8219615,NA,NA,NA,NA,NA
7404696,NA,NA,NA,NA,NA
8238629,NA,NA,NA,NA,NA
8315067,NA,NA,NA,NA,NA
8206986,NA,NA,NA,NA,NA
8181822,NA,NA,NA,NA,NA
8158104,NA,NA,NA,NA,NA
8235960,NA,NA,NA,NA,NA
8259650,NA,NA,NA,NA,NA
8162635,NA,NA,NA,NA,NA
8140381,NA,NA,NA,NA,NA
8104347,NA,NA,NA,NA,NA
8118650,NA,NA,NA,NA,NA
8096062,NA,NA,NA,NA,NA
8065704,NA,NA,NA,NA,NA
8037920,NA,NA,NA,NA,NA
8036209,NA,NA,NA,NA,NA
8001052,NA,NA,NA,NA,NA
8045281,NA,NA,NA,NA,NA
8040172,NA,NA,NA,NA,NA
8125601,NA,NA,NA,NA,NA
7996411,NA,NA,NA,NA,NA
7946606,NA,NA,NA,NA,NA
8496976,NA,NA,NA,NA,NA
7973377,NA,NA,NA,NA,NA
7935961,NA,NA,NA,NA,NA
7970880,NA,NA,NA,NA,NA
8506835,NA,NA,NA,NA,NA
8493288,NA,NA,NA,NA,NA
8315445,NA,NA,NA,NA,NA
7909943,NA,NA,NA,NA,NA
7901301,NA,NA,NA,NA,NA
7790021,NA,NA,NA,NA,NA
8468886,NA,NA,NA,NA,NA
7998478,NA,NA,NA,NA,NA
7812040,NA,NA,NA,NA,NA
8446665,NA,NA,NA,NA,NA
7690899,NA,NA,NA,NA,NA
8493291,NA,NA,NA,NA,NA
8431500,NA,NA,NA,NA,NA
7366646,NA,NA,NA,NA,NA
8183117,NA,NA,NA,NA,NA
8320346,NA,NA,NA,NA,NA
8087260,NA,NA,NA,NA,NA
8251505,NA,NA,NA,NA,NA
6087558,NA,NA,NA,NA,NA
7917968,NA,NA,NA,NA,NA
5430551,NA,NA,NA,NA,NA
8561471,NA,NA,NA,NA,NA
8566078,NA,NA,NA,NA,NA
8547940,MARINA SHORES,Active,October 2023,6%,December 2026
8543381,NA,NA,NA,NA,NA
8528012,NA,NA,NA,NA,NA
7682148,NA,NA,NA,NA,NA
8530805,NA,NA,NA,NA,NA
8384842,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8339448,MARINA SHORES,Active,October 2023,6%,December 2026
8341726,MARINA SHORES,Active,October 2023,6%,December 2026
8286191,NA,NA,NA,NA,NA
8320172,MARINA SHORES,Active,October 2023,6%,December 2026
8401233,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8261833,LIV LUX,Active,August 2023,3%,December 2026
8281987,Ciel,Active,July 2023,80%,NA
8414147,NA,NA,NA,NA,NA
8374918,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8545966,NA,NA,NA,NA,NA
8545967,NA,NA,NA,NA,NA
8545881,NA,NA,NA,NA,NA
8006723,LIV LUX,Active,August 2023,3%,December 2026
7918677,NA,NA,NA,NA,NA
8491137,NA,NA,NA,NA,NA
8354797,NA,NA,NA,NA,NA
7765017,NA,NA,NA,NA,NA
7894380,NA,NA,NA,NA,NA
7940256,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
7860999,MARINA SHORES,Active,October 2023,6%,December 2026
7850580,Ciel,Active,July 2023,80%,NA
7677907,LIV MARINA,Active,October 2023,56%,May 2025
7776340,LIV LUX,Active,August 2023,3%,December 2026
7594814,LIV LUX,Active,August 2023,3%,December 2026
7594882,LIV MARINA,Active,October 2023,56%,May 2025
7480572,MARINA SHORES,Active,October 2023,6%,December 2026
7434333,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
6874132,NA,NA,NA,NA,NA
6822547,NA,NA,NA,NA,NA
6822544,NA,NA,NA,NA,NA
6846240,MARINA SHORES,Active,October 2023,6%,December 2026
7476575,NA,NA,NA,NA,NA
6651482,MARINA SHORES,Active,October 2023,6%,December 2026
8250124,NA,NA,NA,NA,NA
8033275,NA,NA,NA,NA,NA
8466855,NA,NA,NA,NA,NA
8515747,NA,NA,NA,NA,NA
8457625,NA,NA,NA,NA,NA
8344878,NA,NA,NA,NA,NA
8460430,NA,NA,NA,NA,NA
8459214,NA,NA,NA,NA,NA
8025952,LIV MARINA,Active,October 2023,56%,May 2025
7879693,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
7917368,LIV MARINA,Active,October 2023,56%,May 2025
8173306,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8174166,Ciel,Active,July 2023,80%,NA
8303990,MARINA SHORES,Active,October 2023,6%,December 2026
8324173,Ciel,Active,July 2023,80%,NA
8537373,Ciel,Active,July 2023,80%,NA
8488715,NA,NA,NA,NA,NA
8293734,NA,NA,NA,NA,NA
8241181,NA,NA,NA,NA,NA
8395645,NA,NA,NA,NA,NA
8349912,NA,NA,NA,NA,NA
8514064,Ciel,Active,July 2023,80%,NA
8474934,NA,NA,NA,NA,NA
5767131,NA,NA,NA,NA,NA
7662923,NA,NA,NA,NA,NA
7978227,MARINA SHORES,Active,October 2023,6%,December 2026
8276394,NA,NA,NA,NA,NA
8029846,LIV MARINA,Active,October 2023,56%,May 2025
8495309,MARINA SHORES,Active,October 2023,6%,December 2026
7870910,NA,NA,NA,NA,NA
8400704,NA,NA,NA,NA,NA
8277550,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8277548,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8460597,NA,NA,NA,NA,NA
8469284,NA,NA,NA,NA,NA
8464694,NA,NA,NA,NA,NA
8456099,MARINA SHORES,Active,October 2023,6%,December 2026
8457231,NA,NA,NA,NA,NA
8427933,NA,NA,NA,NA,NA
8407917,NA,NA,NA,NA,NA
8422986,NA,NA,NA,NA,NA
8286055,NA,NA,NA,NA,NA
8182475,NA,NA,NA,NA,NA
7982340,NA,NA,NA,NA,NA
8400673,NA,NA,NA,NA,NA
8419577,NA,NA,NA,NA,NA
8428681,NA,NA,NA,NA,NA
7634915,NA,NA,NA,NA,NA
8374937,NA,NA,NA,NA,NA
8398827,NA,NA,NA,NA,NA
8439170,MARINA SHORES,Active,October 2023,6%,December 2026
8411562,NA,NA,NA,NA,NA
7893767,MARINA SHORES,Active,October 2023,6%,December 2026
8308645,NA,NA,NA,NA,NA
8337747,NA,NA,NA,NA,NA
8307975,NA,NA,NA,NA,NA
8543017,NA,NA,NA,NA,NA
8530693,NA,NA,NA,NA,NA
8510577,NA,NA,NA,NA,NA
7955368,NA,NA,NA,NA,NA
8531213,NA,NA,NA,NA,NA
8508114,NA,NA,NA,NA,NA
8507273,NA,NA,NA,NA,NA
8557399,NA,NA,NA,NA,NA
8494187,NA,NA,NA,NA,NA
8478210,NA,NA,NA,NA,NA
8453915,NA,NA,NA,NA,NA
8449721,NA,NA,NA,NA,NA
8430141,NA,NA,NA,NA,NA
8428665,NA,NA,NA,NA,NA
8421658,NA,NA,NA,NA,NA
8420364,NA,NA,NA,NA,NA
8423089,NA,NA,NA,NA,NA
8435482,NA,NA,NA,NA,NA
8419968,NA,NA,NA,NA,NA
8434497,NA,NA,NA,NA,NA
8401644,NA,NA,NA,NA,NA
8397049,NA,NA,NA,NA,NA
8411455,NA,NA,NA,NA,NA
8410093,NA,NA,NA,NA,NA
8433685,NA,NA,NA,NA,NA
8390529,NA,NA,NA,NA,NA
8370630,NA,NA,NA,NA,NA
8411399,NA,NA,NA,NA,NA
8374903,NA,NA,NA,NA,NA
8396242,NA,NA,NA,NA,NA
8378054,NA,NA,NA,NA,NA
8394801,NA,NA,NA,NA,NA
8359318,NA,NA,NA,NA,NA
8424695,NA,NA,NA,NA,NA
8341185,NA,NA,NA,NA,NA
8356003,NA,NA,NA,NA,NA
8335311,NA,NA,NA,NA,NA
8341150,NA,NA,NA,NA,NA
8318930,NA,NA,NA,NA,NA
8338339,NA,NA,NA,NA,NA
8314162,NA,NA,NA,NA,NA
8290005,NA,NA,NA,NA,NA
8289428,NA,NA,NA,NA,NA
8328251,NA,NA,NA,NA,NA
8292070,NA,NA,NA,NA,NA
8288821,NA,NA,NA,NA,NA
8388836,NA,NA,NA,NA,NA
8278579,NA,NA,NA,NA,NA
8312655,NA,NA,NA,NA,NA
8250569,NA,NA,NA,NA,NA
8276356,NA,NA,NA,NA,NA
8313824,NA,NA,NA,NA,NA
8313482,NA,NA,NA,NA,NA
8250728,NA,NA,NA,NA,NA
8233516,NA,NA,NA,NA,NA
8238296,NA,NA,NA,NA,NA
8235238,NA,NA,NA,NA,NA
8264650,NA,NA,NA,NA,NA
8255693,NA,NA,NA,NA,NA
8231383,NA,NA,NA,NA,NA
8247021,NA,NA,NA,NA,NA
8247284,NA,NA,NA,NA,NA
8188008,NA,NA,NA,NA,NA
8259263,NA,NA,NA,NA,NA
8192053,NA,NA,NA,NA,NA
8252155,NA,NA,NA,NA,NA
8226685,NA,NA,NA,NA,NA
8291695,NA,NA,NA,NA,NA
8258916,NA,NA,NA,NA,NA
8220496,NA,NA,NA,NA,NA
8187975,NA,NA,NA,NA,NA
8158219,NA,NA,NA,NA,NA
8138121,NA,NA,NA,NA,NA
8117575,NA,NA,NA,NA,NA
8117223,NA,NA,NA,NA,NA
8343573,NA,NA,NA,NA,NA
8149150,NA,NA,NA,NA,NA
8238577,NA,NA,NA,NA,NA
8117339,NA,NA,NA,NA,NA
8090861,NA,NA,NA,NA,NA
8094911,NA,NA,NA,NA,NA
8138077,NA,NA,NA,NA,NA
8160565,NA,NA,NA,NA,NA
8086913,NA,NA,NA,NA,NA
8069013,NA,NA,NA,NA,NA
8160941,NA,NA,NA,NA,NA
8073184,NA,NA,NA,NA,NA
8326479,NA,NA,NA,NA,NA
8092838,NA,NA,NA,NA,NA
8083840,NA,NA,NA,NA,NA
8068976,NA,NA,NA,NA,NA
8168910,NA,NA,NA,NA,NA
8027194,NA,NA,NA,NA,NA
8044550,NA,NA,NA,NA,NA
8004647,NA,NA,NA,NA,NA
7989862,NA,NA,NA,NA,NA
8046181,NA,NA,NA,NA,NA
8022439,NA,NA,NA,NA,NA
7960288,NA,NA,NA,NA,NA
8227049,NA,NA,NA,NA,NA
7983968,NA,NA,NA,NA,NA
7947596,NA,NA,NA,NA,NA
7979595,NA,NA,NA,NA,NA
7973585,NA,NA,NA,NA,NA
8045258,NA,NA,NA,NA,NA
7930850,NA,NA,NA,NA,NA
7924667,NA,NA,NA,NA,NA
8101732,NA,NA,NA,NA,NA
8057270,NA,NA,NA,NA,NA
8040482,NA,NA,NA,NA,NA
8316788,NA,NA,NA,NA,NA
7891551,NA,NA,NA,NA,NA
8457521,NA,NA,NA,NA,NA
8422863,NA,NA,NA,NA,NA
7783485,NA,NA,NA,NA,NA
8424585,NA,NA,NA,NA,NA
8077523,NA,NA,NA,NA,NA
8463713,NA,NA,NA,NA,NA
8319872,NA,NA,NA,NA,NA
7608548,NA,NA,NA,NA,NA
8320345,NA,NA,NA,NA,NA
7620596,NA,NA,NA,NA,NA
7536503,NA,NA,NA,NA,NA
7873329,NA,NA,NA,NA,NA
7823757,NA,NA,NA,NA,NA
7613429,NA,NA,NA,NA,NA
8499333,NA,NA,NA,NA,NA
8442894,NA,NA,NA,NA,NA
8469329,NA,NA,NA,NA,NA
8283107,NA,NA,NA,NA,NA
8091808,NA,NA,NA,NA,NA
7362553,NA,NA,NA,NA,NA
8406596,NA,NA,NA,NA,NA
6994751,NA,NA,NA,NA,NA
8502909,NA,NA,NA,NA,NA
8220588,NA,NA,NA,NA,NA
6796526,NA,NA,NA,NA,NA
8378022,NA,NA,NA,NA,NA
6837175,NA,NA,NA,NA,NA
7438372,NA,NA,NA,NA,NA
6002432,NA,NA,NA,NA,NA
6715414,NA,NA,NA,NA,NA
2347336,NA,NA,NA,NA,NA
8556615,NA,NA,NA,NA,NA
8562486,NA,NA,NA,NA,NA
8544832,NA,NA,NA,NA,NA
8547443,NA,NA,NA,NA,NA
8544833,NA,NA,NA,NA,NA
8544830,NA,NA,NA,NA,NA
8512695,NA,NA,NA,NA,NA
8537375,Ciel,Active,July 2023,80%,NA
6065288,NA,NA,NA,NA,NA
8435965,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8537253,NA,NA,NA,NA,NA
8527583,NA,NA,NA,NA,NA
8485110,NA,NA,NA,NA,NA
8454711,NA,NA,NA,NA,NA
8479295,NA,NA,NA,NA,NA
8541933,NA,NA,NA,NA,NA
8397890,NA,NA,NA,NA,NA
8510517,NA,NA,NA,NA,NA
8438891,NA,NA,NA,NA,NA
8376651,NA,NA,NA,NA,NA
8389119,NA,NA,NA,NA,NA
8310749,Ciel,Active,July 2023,80%,NA
8312671,NA,NA,NA,NA,NA
8337168,NA,NA,NA,NA,NA
8469398,NA,NA,NA,NA,NA
8497336,NA,NA,NA,NA,NA
8286052,NA,NA,NA,NA,NA
8386040,NA,NA,NA,NA,NA
8316400,LIV MARINA,Active,October 2023,56%,May 2025
8431695,NA,NA,NA,NA,NA
8246194,NA,NA,NA,NA,NA
8215081,NA,NA,NA,NA,NA
8396245,MARINA SHORES,Active,October 2023,6%,December 2026
8374578,NA,NA,NA,NA,NA
8215079,NA,NA,NA,NA,NA
8253833,NA,NA,NA,NA,NA
8374579,NA,NA,NA,NA,NA
7962756,NA,NA,NA,NA,NA
8542890,NA,NA,NA,NA,NA
8357926,Ciel,Active,July 2023,80%,NA
8215085,NA,NA,NA,NA,NA
8144907,NA,NA,NA,NA,NA
8338484,Ciel,Active,July 2023,80%,NA
8173607,NA,NA,NA,NA,NA
8028584,NA,NA,NA,NA,NA
8232433,NA,NA,NA,NA,NA
8215083,NA,NA,NA,NA,NA
7891219,NA,NA,NA,NA,NA
7877197,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8467197,NA,NA,NA,NA,NA
7883841,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8043904,NA,NA,NA,NA,NA
7681891,LIV MARINA,Active,October 2023,56%,May 2025
7682012,LIV LUX,Active,August 2023,3%,December 2026
7681741,LIV MARINA,Active,October 2023,56%,May 2025
7673283,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
7682010,LIV LUX,Active,August 2023,3%,December 2026
7640069,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8215084,NA,NA,NA,NA,NA
7813188,NA,NA,NA,NA,NA
6814106,NA,NA,NA,NA,NA
6660102,NA,NA,NA,NA,NA
7584599,Ciel,Active,July 2023,80%,NA
8321466,NA,NA,NA,NA,NA
5983681,NA,NA,NA,NA,NA
8534006,NA,NA,NA,NA,NA
8287412,NA,NA,NA,NA,NA
8534191,NA,NA,NA,NA,NA
8533863,NA,NA,NA,NA,NA
8531209,NA,NA,NA,NA,NA
8382216,NA,NA,NA,NA,NA
8560525,NA,NA,NA,NA,NA
8457981,NA,NA,NA,NA,NA
8467538,NA,NA,NA,NA,NA
8585379,NA,NA,NA,NA,NA
8579206,NA,NA,NA,NA,NA
8344272,NA,NA,NA,NA,NA
8579254,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8513567,NA,NA,NA,NA,NA
8509550,NA,NA,NA,NA,NA
8350248,NA,NA,NA,NA,NA
8396182,NA,NA,NA,NA,NA
8533647,NA,NA,NA,NA,NA
8264868,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
6519509,NA,NA,NA,NA,NA
8545153,NA,NA,NA,NA,NA
7454384,NA,NA,NA,NA,NA
8486813,NA,NA,NA,NA,NA
8186276,NA,NA,NA,NA,NA
8494249,NA,NA,NA,NA,NA
6237477,NA,NA,NA,NA,NA
8500428,NA,NA,NA,NA,NA
8464311,NA,NA,NA,NA,NA
8146600,NA,NA,NA,NA,NA
8536637,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8523869,NA,NA,NA,NA,NA
8254934,NA,NA,NA,NA,NA
8223817,NA,NA,NA,NA,NA
8489131,NA,NA,NA,NA,NA
8497311,NA,NA,NA,NA,NA
8315710,NA,NA,NA,NA,NA
8168815,NA,NA,NA,NA,NA
8253958,NA,NA,NA,NA,NA
8322403,NA,NA,NA,NA,NA
8452114,NA,NA,NA,NA,NA
8409580,NA,NA,NA,NA,NA
6939566,NA,NA,NA,NA,NA
8444560,NA,NA,NA,NA,NA
5527158,NA,NA,NA,NA,NA
8457918,NA,NA,NA,NA,NA
8173127,NA,NA,NA,NA,NA
8428502,NA,NA,NA,NA,NA
7281070,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8129887,NA,NA,NA,NA,NA
7726031,NA,NA,NA,NA,NA
8388838,NA,NA,NA,NA,NA
5635820,NA,NA,NA,NA,NA
8307864,NA,NA,NA,NA,NA
7559908,NA,NA,NA,NA,NA
5498442,NA,NA,NA,NA,NA
6344109,NA,NA,NA,NA,NA
8305363,NA,NA,NA,NA,NA
8380280,NA,NA,NA,NA,NA
5707965,NA,NA,NA,NA,NA
8157856,NA,NA,NA,NA,NA
6126627,NA,NA,NA,NA,NA
8315919,NA,NA,NA,NA,NA
5333448,NA,NA,NA,NA,NA
8302179,NA,NA,NA,NA,NA
8346226,NA,NA,NA,NA,NA
8229586,NA,NA,NA,NA,NA
8590618,NA,NA,NA,NA,NA
8574035,NA,NA,NA,NA,NA
8574976,NA,NA,NA,NA,NA
8555992,NA,NA,NA,NA,NA
8569888,NA,NA,NA,NA,NA
8555994,NA,NA,NA,NA,NA
8562107,NA,NA,NA,NA,NA
8530796,NA,NA,NA,NA,NA
8555133,NA,NA,NA,NA,NA
8544468,NA,NA,NA,NA,NA
8474727,NA,NA,NA,NA,NA
8583079,NA,NA,NA,NA,NA
8361014,NA,NA,NA,NA,NA
8407072,NA,NA,NA,NA,NA
8410140,NA,NA,NA,NA,NA
8401767,NA,NA,NA,NA,NA
8325449,NA,NA,NA,NA,NA
8325169,NA,NA,NA,NA,NA
8160877,NA,NA,NA,NA,NA
7973106,NA,NA,NA,NA,NA
7775667,NA,NA,NA,NA,NA
8605103,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8605104,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8284269,NA,NA,NA,NA,NA
8466892,NA,NA,NA,NA,NA
8348723,NA,NA,NA,NA,NA
8296381,NA,NA,NA,NA,NA
8474727,NA,NA,NA,NA,NA
8600068,NA,NA,NA,NA,NA
8508062,NA,NA,NA,NA,NA
8616254,NA,NA,NA,NA,NA
8498876,NA,NA,NA,NA,NA
8497546,NA,NA,NA,NA,NA
8504044,NA,NA,NA,NA,NA
8511336,NA,NA,NA,NA,NA
8522755,NA,NA,NA,NA,NA
8088967,NA,NA,NA,NA,NA
8525969,NA,NA,NA,NA,NA
8473400,NA,NA,NA,NA,NA
8580500,NA,NA,NA,NA,NA
8378185,NA,NA,NA,NA,NA
8383617,NA,NA,NA,NA,NA
8384842,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8508000,NA,NA,NA,NA,NA
8535122,NA,NA,NA,NA,NA
8125601,NA,NA,NA,NA,NA
8594102,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8491031,Ciel,Active,July 2023,80%,NA
8320003,LIV MARINA,Active,October 2023,56%,May 2025
8581461,LIV MARINA,Active,October 2023,56%,May 2025
8328529,NA,NA,NA,NA,NA
8594635,NA,NA,NA,NA,NA
8580758,NA,NA,NA,NA,NA
8585379,NA,NA,NA,NA,NA
8595938,NA,NA,NA,NA,NA
8160877,NA,NA,NA,NA,NA
8569231,NA,NA,NA,NA,NA
8570583,NA,NA,NA,NA,NA
