id      ,Developer                                                             ,Ownership ,Built-up Area ,Usage       ,Balcony Size ,Total Building Area ,Parking Availability
8271131 ,GLOBAL GROUP INTERNATIONAL LIMITED                                    ,Freehold  ,"2,346 sqft"  ,Residential ,670 sqft     ,"345,350 sqft"      ,Yes
8342467 ,NA                                                                    ,Freehold  ,613 sqft      ,Residential ,104 sqft     ,"81,704 sqft"       ,Yes
8328251 ,T F G REAL ESTATE L.L.C                                               ,Freehold  ,438 sqft      ,Other       ,85 sqft      ,"217,036 sqft"      ,Yes
8388836 ,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C                      ,Freehold  ,714 sqft      ,Residential ,41 sqft      ,"720,602 sqft"      ,Yes
8292070 ,TIGER PROPERTIES                                                      ,Freehold  ,"1,219 sqft"  ,Residential ,33 sqft      ,"849,284 sqft"      ,Yes
8288821 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,802 sqft      ,Residential ,38 sqft      ,"925,527 sqft"      ,Yes
8312655 ,NA                                                                    ,Freehold  ,"1,064 sqft"  ,Residential ,162 sqft     ,"261,612 sqft"      ,Yes
8313824 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,909 sqft      ,Residential ,60 sqft      ,"366,045 sqft"      ,Yes
8313482 ,TORCH SELECT LIMITED                                                  ,Freehold  ,978 sqft      ,Residential ,64 sqft      ,"852,218 sqft"      ,Yes
8250728 ,NA                                                                    ,Freehold  ,"1,350 sqft"  ,Residential ,74 sqft      ,"207,736 sqft"      ,Yes
8300114 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,801 sqft      ,Residential ,45 sqft      ,"925,527 sqft"      ,Yes
8233516 ,DAMAC GULF PROPERTIES (L.L.C)                                         ,Freehold  ,"1,632 sqft"  ,Residential ,259 sqft     ,"884,073 sqft"      ,Yes
8238296 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,653 sqft"  ,Other       ,134 sqft     ,"1,403,598 sqft"    ,Yes
8264650 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"3,173 sqft"  ,Residential ,154 sqft     ,"925,527 sqft"      ,Yes
8246576 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,"1,136 sqft"  ,Residential ,NA           ,"255,330 sqft"      ,Yes
8223817 ,AL SAYYAH & SONS INVESTMENT (L.L.C.)                                  ,Freehold  ,967 sqft      ,Residential ,87 sqft      ,"846,914 sqft"      ,Yes
8247284 ,GLOBAL GROUP HOLDINGS LIMITED                                         ,Freehold  ,"1,203 sqft"  ,Residential ,145 sqft     ,"370,459 sqft"      ,Yes
8259263 ,NA                                                                    ,Freehold  ,"1,098 sqft"  ,Residential ,263 sqft     ,"153,653 sqft"      ,Yes
8237922 ,NA                                                                    ,Freehold  ,"2,437 sqft"  ,Residential ,69 sqft      ,"223,279 sqft"      ,Yes
8192053 ,MARINA ARCADE REAL ESTATE (L.L.C)                                     ,Freehold  ,"2,090 sqft"  ,Residential ,NA           ,"858,187 sqft"      ,Yes
8257760 ,DAMAC GULF PROPERTIES (L.L.C)                                         ,Freehold  ,"2,330 sqft"  ,Residential ,NA           ,"884,073 sqft"      ,Yes
8183688 ,GLOBAL GROUP INTERNATIONAL LIMITED                                    ,Freehold  ,809 sqft      ,Residential ,82 sqft      ,"345,350 sqft"      ,Yes
8104723 ,TEBYAN REAL ESTATE DEVELOPMENT ENTERPRISES (LLC)                      ,Freehold  ,865 sqft      ,Residential ,133 sqft     ,"268,322 sqft"      ,Yes
8343573 ,TEBYAN REAL ESTATE DEVELOPMENT ENTERPRISES (LLC)                      ,Freehold  ,826 sqft      ,Residential ,106 sqft     ,"107,473 sqft"      ,Yes
8138121 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,802 sqft      ,Residential ,45 sqft      ,"925,527 sqft"      ,Yes
8117575 ,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C                      ,Freehold  ,"1,427 sqft"  ,Residential ,97 sqft      ,"342,968 sqft"      ,Yes
8238577 ,NA                                                                    ,Freehold  ,742 sqft      ,Residential ,90 sqft      ,"297,040 sqft"      ,Yes
8117223 ,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C                      ,Freehold  ,518 sqft      ,Residential ,80 sqft      ,"264,007 sqft"      ,Yes
8117339 ,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C                      ,Freehold  ,714 sqft      ,Residential ,41 sqft      ,"720,602 sqft"      ,Yes
8090758 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,763 sqft      ,Residential ,44 sqft      ,"703,394 sqft"      ,Yes
8326479 ,NA                                                                    ,Freehold  ,"1,011 sqft"  ,Residential ,117 sqft     ,"579,717 sqft"      ,Yes
8138077 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,"1,463 sqft"  ,Residential ,84 sqft      ,"366,045 sqft"      ,Yes
8160565 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,"1,210 sqft"  ,Residential ,159 sqft     ,"703,394 sqft"      ,Yes
8086913 ,NA                                                                    ,Freehold  ,"2,613 sqft"  ,Residential ,440 sqft     ,"168,414 sqft"      ,Yes
8069013 ,TORCH SELECT LIMITED                                                  ,Freehold  ,"1,258 sqft"  ,Residential ,78 sqft      ,"852,218 sqft"      ,Yes
8073184 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,189 sqft"  ,Residential ,114 sqft     ,"1,097,409 sqft"    ,Yes
8092838 ,DREAM ESTATE LIMITED                                                  ,Freehold  ,844 sqft      ,Residential ,NA           ,"689,176 sqft"      ,Yes
8083840 ,NA                                                                    ,Freehold  ,"1,326 sqft"  ,Residential ,157 sqft     ,"211,465 sqft"      ,Yes
8068976 ,HIRCON INTERNATIONAL L.L.C                                            ,Freehold  ,"2,146 sqft"  ,Residential ,154 sqft     ,"886,537 sqft"      ,Yes
8168910 ,NA                                                                    ,Freehold  ,"2,860 sqft"  ,Residential ,139 sqft     ,"154,935 sqft"      ,NA
8027194 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,145 sqft"  ,Other       ,123 sqft     ,"1,403,598 sqft"    ,Yes
8448421 ,GKT HOLDINGS LIMITED                                                  ,Freehold  ,"4,535 sqft"  ,Residential ,"1,066 sqft" ,"294,679 sqft"      ,Yes
8044550 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,329 sqft"  ,Residential ,37 sqft      ,"925,527 sqft"      ,Yes
8004647 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"1,403,677 sqft"    ,NA
8222889 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,771 sqft      ,Residential ,120 sqft     ,"703,394 sqft"      ,Yes
8046181 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,822 sqft      ,Residential ,107 sqft     ,"703,394 sqft"      ,Yes
8227049 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,"1,256 sqft"  ,Residential ,170 sqft     ,"610,210 sqft"      ,Yes
7960288 ,NA                                                                    ,Freehold  ,"1,141 sqft"  ,Residential ,59 sqft      ,"197,703 sqft"      ,Yes
8155236 ,NA                                                                    ,Freehold  ,"2,613 sqft"  ,Residential ,440 sqft     ,"168,414 sqft"      ,Yes
7974494 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,311 sqft"  ,Residential ,53 sqft      ,"1,097,409 sqft"    ,Yes
7983968 ,AL SAYYAH & SONS INVESTMENT (L.L.C.)                                  ,Freehold  ,918 sqft      ,Residential ,96 sqft      ,"846,914 sqft"      ,Yes
7974705 ,TORCH SELECT LIMITED                                                  ,Freehold  ,887 sqft      ,Other       ,71 sqft      ,"852,218 sqft"      ,Yes
7973585 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,"1,075 sqft"  ,Residential ,123 sqft     ,"255,330 sqft"      ,Yes
7947596 ,NA                                                                    ,Freehold  ,961 sqft      ,Residential ,105 sqft     ,"247,478 sqft"      ,Yes
8045258 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,998 sqft"  ,Residential ,168 sqft     ,"1,097,409 sqft"    ,Yes
8447359 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"706,961 sqft"      ,NA
8227305 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,187 sqft"  ,Other       ,51 sqft      ,"1,465,941 sqft"    ,Yes
8493290 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,"1,463 sqft"  ,Residential ,84 sqft      ,"366,045 sqft"      ,Yes
8486576 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"3,173 sqft"  ,Residential ,154 sqft     ,"925,527 sqft"      ,Yes
8284377 ,NA                                                                    ,Freehold  ,"1,001 sqft"  ,Residential ,70 sqft      ,"177,922 sqft"      ,Yes
7930850 ,TORCH SELECT LIMITED                                                  ,Freehold  ,"4,033 sqft"  ,Residential ,689 sqft     ,"852,218 sqft"      ,Yes
7924667 ,TIGER PROPERTIES                                                      ,Freehold  ,762 sqft      ,Residential ,90 sqft      ,"849,284 sqft"      ,Yes
8489950 ,NA                                                                    ,Freehold  ,"3,125 sqft"  ,Residential ,289 sqft     ,"326,421 sqft"      ,Yes
8457521 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,233 sqft"  ,Other       ,156 sqft     ,"1,403,598 sqft"    ,Yes
8316788 ,NA                                                                    ,Freehold  ,"1,371 sqft"  ,Residential ,158 sqft     ,"211,465 sqft"      ,Yes
7978045 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"1,097,409 sqft"    ,NA
7802696 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,938 sqft      ,Residential ,102 sqft     ,"366,045 sqft"      ,Yes
7891551 ,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C                      ,Freehold  ,"2,550 sqft"  ,Residential ,81 sqft      ,"720,602 sqft"      ,Yes
8424585 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,923 sqft      ,Residential ,41 sqft      ,"1,097,409 sqft"    ,Yes
7779235 ,DREAM ESTATE LIMITED                                                  ,Freehold  ,"1,723 sqft"  ,Residential ,216 sqft     ,"689,176 sqft"      ,Yes
7783485 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,737 sqft      ,Residential ,45 sqft      ,"925,527 sqft"      ,Yes
8077523 ,NA                                                                    ,Freehold  ,"1,185 sqft"  ,Residential ,77 sqft      ,"269,282 sqft"      ,Yes
8458395 ,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C                      ,Freehold  ,"1,650 sqft"  ,Other       ,72 sqft      ,"720,602 sqft"      ,Yes
8319872 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,960 sqft      ,Residential ,42 sqft      ,"925,527 sqft"      ,Yes
7955368 ,BAY CENTRAL DEVELOPMENTS LIMITED                                      ,Freehold  ,638 sqft      ,Residential ,51 sqft      ,"277,517 sqft"      ,Yes
7608548 ,NA                                                                    ,Freehold  ,"1,031 sqft"  ,Residential ,69 sqft      ,"177,922 sqft"      ,Yes
8499333 ,NA                                                                    ,Freehold  ,"1,499 sqft"  ,Residential ,85 sqft      ,"330,421 sqft"      ,Yes
7591510 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,"1,480 sqft"  ,Residential ,86 sqft      ,"433,754 sqft"      ,Yes
7536503 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,728 sqft"  ,Other       ,130 sqft     ,"1,465,941 sqft"    ,Yes
7873329 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"376,005 sqft"      ,NA
7823757 ,TIGER PROPERTIES                                                      ,Freehold  ,761 sqft      ,Residential ,90 sqft      ,"849,284 sqft"      ,Yes
7613429 ,AL SAYYAH & SONS INVESTMENT (L.L.C.)                                  ,Freehold  ,"1,384 sqft"  ,Other       ,156 sqft     ,"846,914 sqft"      ,Yes
8441658 ,THARWAA ESCAN INVESTMENTS (L.L.C)                                     ,Freehold  ,778 sqft      ,Residential ,124 sqft     ,"278,342 sqft"      ,Yes
8442894 ,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C                      ,Freehold  ,"1,423 sqft"  ,Residential ,79 sqft      ,"342,968 sqft"      ,Yes
7477554 ,NA                                                                    ,Freehold  ,"2,174 sqft"  ,Residential ,149 sqft     ,"983,257 sqft"      ,Yes
8469329 ,NA                                                                    ,Freehold  ,895 sqft      ,Residential ,53 sqft      ,"207,736 sqft"      ,Yes
8357104 ,NA                                                                    ,Freehold  ,"1,558 sqft"  ,Residential ,82 sqft      ,"197,703 sqft"      ,Yes
8283107 ,TRIDENT INTERNATIONAL HOLDING (FZCO)                                  ,Freehold  ,"4,231 sqft"  ,Residential ,946 sqft     ,"170,995 sqft"      ,NA
8406596 ,DAMAC GULF PROPERTIES (L.L.C)                                         ,Freehold  ,963 sqft      ,Residential ,144 sqft     ,"884,073 sqft"      ,Yes
7362553 ,NA                                                                    ,Freehold  ,"3,886 sqft"  ,Residential ,562 sqft     ,"1,326,014 sqft"    ,Yes
8220588 ,BAY CENTRAL DEVELOPMENTS LIMITED                                      ,Freehold  ,"1,116 sqft"  ,Residential ,103 sqft     ,"277,517 sqft"      ,Yes
6831657 ,HIRCON INTERNATIONAL L.L.C                                            ,Freehold  ,"1,617 sqft"  ,Residential ,146 sqft     ,"886,537 sqft"      ,Yes
6796526 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,"1,750 sqft"  ,Residential ,260 sqft     ,"610,210 sqft"      ,Yes
8378022 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,830 sqft      ,Residential ,137 sqft     ,"264,403 sqft"      ,Yes
6883638 ,DREAM ESTATE LIMITED                                                  ,Freehold  ,"1,723 sqft"  ,Residential ,216 sqft     ,"689,176 sqft"      ,Yes
8102506 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,763 sqft      ,Residential ,44 sqft      ,"703,394 sqft"      ,Yes
6518661 ,NA                                                                    ,Freehold  ,"2,001 sqft"  ,Residential ,121 sqft     ,"330,421 sqft"      ,Yes
6837175 ,NA                                                                    ,Freehold  ,684 sqft      ,Residential ,124 sqft     ,"257,766 sqft"      ,Yes
8530693 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"223,642 sqft"      ,NA
8526260 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"305,965 sqft"      ,NA
8510577 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"170,941 sqft"      ,NA
8515155 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"376,005 sqft"      ,NA
8486968 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"168,414 sqft"      ,NA
8476194 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"107,473 sqft"      ,NA
8476402 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"138,520 sqft"      ,NA
8478210 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"154,935 sqft"      ,NA
8468181 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"886,537 sqft"      ,NA
8438424 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"305,965 sqft"      ,NA
8485110 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"689,176 sqft"      ,NA
8497018 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"216,005 sqft"      ,NA
8479295 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"689,176 sqft"      ,NA
8435482 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"498,918 sqft"      ,NA
8435965 ,ZENICA PROPERTY DEVELOPMENT L.L.C                                     ,NA        ,NA            ,NA          ,NA           ,"1,908,955 sqft"    ,NA
8438891 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"376,005 sqft"      ,NA
8376651 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"1,403,598 sqft"    ,NA
8389119 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"376,005 sqft"      ,NA
8452521 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
8463671 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
8385504 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
8312431 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"321,210 sqft"      ,NA
8312671 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"138,330 sqft"      ,NA
8406611 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"852,218 sqft"      ,NA
8497336 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"231,557 sqft"      ,NA
8469398 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"810,161 sqft"      ,NA
8375177 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
8310749 ,T F G REAL ESTATE L.L.C                                               ,NA        ,NA            ,NA          ,NA           ,"1,363,152 sqft"    ,NA
8386040 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"849,284 sqft"      ,NA
8401137 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"983,257 sqft"      ,NA
8324173 ,T F G REAL ESTATE L.L.C                                               ,NA        ,NA            ,NA          ,NA           ,"1,363,152 sqft"    ,NA
8431695 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"810,161 sqft"      ,NA
8286052 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"703,394 sqft"      ,NA
8307986 ,T F G REAL ESTATE L.L.C                                               ,NA        ,NA            ,NA          ,NA           ,"1,363,152 sqft"    ,NA
8337168 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"703,394 sqft"      ,NA
8300272 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"846,914 sqft"      ,NA
8374578 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"376,005 sqft"      ,NA
8316400 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
8215081 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
8246194 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"279,413 sqft"      ,NA
8215079 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
8215085 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
8374579 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"376,005 sqft"      ,NA
8201711 ,EMAAR PROPERTIES (P.J.S.C)                                            ,NA        ,NA            ,NA          ,NA           ,"1,133,555 sqft"    ,NA
8223120 ,T F G REAL ESTATE L.L.C                                               ,NA        ,NA            ,NA          ,NA           ,"1,363,152 sqft"    ,NA
8193134 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"257,766 sqft"      ,NA
8387712 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"920,347 sqft"      ,NA
8144907 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"129,369 sqft"      ,NA
8173306 ,ZENICA PROPERTY DEVELOPMENT L.L.C                                     ,NA        ,NA            ,NA          ,NA           ,"1,908,955 sqft"    ,NA
8121595 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"846,914 sqft"      ,NA
8166565 ,ZENICA PROPERTY DEVELOPMENT L.L.C                                     ,NA        ,NA            ,NA          ,NA           ,"1,908,955 sqft"    ,NA
8232433 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"411,917 sqft"      ,NA
7890660 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"427,447 sqft"      ,NA
8467197 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"376,005 sqft"      ,NA
8025952 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
7883841 ,ZENICA PROPERTY DEVELOPMENT L.L.C                                     ,NA        ,NA            ,NA          ,NA           ,"1,908,955 sqft"    ,NA
7877197 ,ZENICA PROPERTY DEVELOPMENT L.L.C                                     ,NA        ,NA            ,NA          ,NA           ,"1,908,955 sqft"    ,NA
7682012 ,MARINA LIV DEVELOPMENT (Br of MARINA 2 GROUP LIMITED ) - DUBAI BRANCH ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
7681891 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
7681741 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
7682010 ,MARINA LIV DEVELOPMENT (Br of MARINA 2 GROUP LIMITED ) - DUBAI BRANCH ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
7673283 ,ZENICA PROPERTY DEVELOPMENT L.L.C                                     ,NA        ,NA            ,NA          ,NA           ,"1,908,955 sqft"    ,NA
8373108 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
7640069 ,ZENICA PROPERTY DEVELOPMENT L.L.C                                     ,NA        ,NA            ,NA          ,NA           ,"1,908,955 sqft"    ,NA
8215084 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
7813188 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"159,627 sqft"      ,NA
8398081 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"846,914 sqft"      ,NA
8277192 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"1,465,941 sqft"    ,NA
8321466 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"925,527 sqft"      ,NA
6814106 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"211,465 sqft"      ,NA
6660102 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"1,403,598 sqft"    ,NA
6544192 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"500,579 sqft"      ,NA
6637312 ,EMAAR PROPERTIES (P.J.S.C)                                            ,NA        ,NA            ,NA          ,NA           ,"1,133,555 sqft"    ,NA
7501162 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"846,914 sqft"      ,NA
6065288 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
5983681 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"498,918 sqft"      ,NA
7867907 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"1,097,409 sqft"    ,NA
2347336 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"358,606 sqft"      ,NA
